Word,Concreteness,Brysbaert,Muraki,Glasgow,MRC
account receivable,3.06,,3.06,,
account statement,4.55,,4.55,,
accountability,1.55,1.55,,,
accountable,2.21,2.21,,,
accountableness,1.39,1.39,,,
accountably,1.91,1.91,,,
accountancy,1.68,1.68,,,
accountant,4.41,4.41,,5.813,
accounting,3.27,3.27,,,
accounting firm,3.9,,3.9,,
accounting package,3.18,,3.18,,
accounts payable,2.3,,2.3,,
accounts receivable,3.58,,3.58,,
accredit,2.15,2.15,,,
accredit with,1.8,,1.8,,
accreditation,2.68,2.68,,,
accredited,2.27,2.27,,,
accrual basis,2.81,,2.81,,
accrue,1.61,1.61,,,
accruement,2.46,2.46,,,
accumulate,3.0,3.0,,,
accumulation,2.97,2.97,,,285
accumulation point,3.4,,3.4,,
accumulative,2.56,2.56,,,
accumulatively,2.36,2.36,,,
accumulativeness,1.92,1.92,,,
accumulator,2.64,2.64,,,
accuracy,1.85,1.85,,,
accurate,1.9,1.9,,,
accurately,2.39,2.39,,,
accurateness,2.32,2.32,,,
accursed,1.93,1.93,,,
accusable,1.91,1.91,,,
accusation,2.38,2.38,,,
accusative,1.6,1.6,,,
accusative case,2.4,,2.4,,
accusatively,1.64,1.64,,,
accusatorial,1.96,1.96,,,
accusatory,2.15,2.15,,,
accuse,2.25,2.25,,2.344,
accused,2.93,2.93,,3.088,
accused of,2.0,,2.0,,
accuser,3.44,3.44,,,424
accusingly,1.57,1.57,,,
accustom,1.48,1.48,,,
accustom to,2.18,,2.18,,
accustomed,2.07,2.07,,,
accustomed to,2.2,,2.2,,
ace,3.92,3.92,,3.219,
ace a test,2.8,,2.8,,
ace in the hole,2.45,,2.45,,
ace it,2.1,,2.1,,
ace of clubs,3.7,,3.7,,
ace of diamond,4.1,,4.1,,
ace of diamonds,4.2,,4.2,,
ace of hearts,4.4,,4.4,,
ace of spades,3.4,,3.4,,
ace up one's sleeve,2.0,,2.0,,
ace up the sleeve,2.58,,2.58,,
ace up your sleeve,2.42,,2.42,,
acerate leaf,3.5,,3.5,,
acetaminophen,3.8,3.8,,,
acetate disk,3.9,,3.9,,
acetic acid,4.2,,4.2,,
acetone,4.42,4.42,,,
acetyl group,3.6,,3.6,,
acetylene,3.58,3.58,,,
acetyltannic acid,4.8,,4.8,,
ache,3.43,3.43,,3.515,443
ache for,1.7,,1.7,,
ache over,1.69,,1.69,,
aches,2.88,,,3.813,
achievable,2.07,2.07,,,
achieve,2.29,2.29,,2.879,
achieve a performance,3.09,,3.09,,
achieve success,2.6,,2.6,,
achieved,2.0,,,2.5,
achievement,2.37,2.37,,2.879,
achiever,2.04,2.04,,,
achilles heel,1.3,,1.3,,
achilles tendon,3.9,,3.9,,
achilles' heel,2.8,,2.8,,
achiness,2.54,2.54,,,
aching,2.72,2.72,,,
achingly,2.17,2.17,,,
achromatic color,3.5,,3.5,,
achromatic colour,3.5,,3.5,,
achromatic lens,4.27,,4.27,,
achromatic vision,3.61,,3.61,,
achy,2.96,2.96,,,
acid,4.25,4.25,,,
acid house,3.4,,3.4,,
acid jazz,3.1,,3.1,,
acid of apples,3.7,,3.7,,
acid rain,4.2,4.2,4.0,,
acid rock,4.1,,4.1,,
acid taste,3.5,,3.5,,
acid test,4.04,4.04,3.82,,
acidic,3.54,3.54,,,
acidification,2.78,2.78,,,
acidify,2.6,2.6,,,
acidity,3.4,3.4,,,384
acidly,2.18,2.18,,,
acidometer,4.05,4.05,,,
ackee tree,4.5,,4.5,,
acknowledge,2.03,2.03,,,290
acknowledge the corn,2.27,,2.27,,
acknowledgeable,1.69,1.69,,,
acknowledged,2.19,2.19,,,
acknowledgement,2.62,2.62,,,
acne,4.89,4.89,,,
acne cover,4.1,,4.1,,
acne pimple,4.1,,4.1,,
acne rosacea,4.4,,4.4,,
acorn,4.96,4.96,,6.724,
acorn nut,4.7,,4.7,,
acorn squash,4.5,,4.5,,
acoustic,3.28,3.28,,,
acoustic buoy,4.09,,4.09,,
acoustic coupler,2.6,,2.6,,
acoustic emission,2.7,,2.7,,
acoustic guitar,5.0,,5.0,,
acoustic nerve,2.7,,2.7,,
acoustic power,3.2,,3.2,,
acoustic resistance,2.82,,2.82,,
acoustic spectrum,3.28,,3.28,,
acoustic velocity,2.82,,2.82,,
acoustic wave,2.73,,2.73,,
acoustical,2.42,2.42,,,
acoustically,2.5,2.5,,,
acoustics,3.12,3.12,,,
acquaint,1.52,1.52,,,
acquaintance,3.41,3.41,,,
acquaintance rape,3.6,,3.6,,
acquainted,2.37,2.37,,,
acquiesce,2.21,2.21,,,
acquiescently,1.58,1.58,,,
acquirable,2.04,2.04,,,
acquire,2.93,2.93,,3.059,
acquired,2.54,2.54,,,
acquired immune deficiency syndrome,3.8,,3.8,,
acquired taste,2.5,,2.5,,
acquirement,2.0,2.0,,,
acquirer,2.52,2.52,,,
acquisition,2.6,2.6,,,
acquisitive,2.08,2.08,,,
acquisitively,1.81,1.81,,,
acquit,2.13,2.13,,,
acquit oneself,1.9,,1.9,,
acquittal,2.38,2.38,,,
acquitter,2.88,2.88,,,
acre,4.18,4.18,,,462
acrid,2.68,2.68,,,
acrimoniously,1.61,1.61,,,
acrobat,4.46,4.46,,5.875,566
acrobatic,3.14,3.14,,,
acrobatically,2.96,2.96,,,
acrobatics,4.36,4.36,,,
acronym,2.64,2.64,,,
acronyms,2.0,,2.0,,
acrophobia,2.32,2.32,,,
across,3.07,3.07,,,
across from,3.25,,3.25,,
across the board,1.9,,1.9,,
across the country,2.75,,2.75,,
across the line,2.55,,2.55,,
across the nation,2.9,,2.9,,
across the pond,3.36,,3.36,,
across-the-board,1.4,,1.4,,
acrostically,2.0,2.0,,,
acrylic,4.31,4.31,,,
acrylic acid,4.0,,4.0,,
acrylic fiber,4.8,,4.8,,
act,2.46,2.46,,,379
act as,1.82,,1.82,,
act for,2.64,,2.64,,
act high-and-mighty,1.7,,1.7,,
act of congress,2.31,,2.31,,
act of contrition,1.7,,1.7,,
act of faith,1.9,,1.9,,
act of god,2.5,,2.5,,
act of terror,3.4,,3.4,,
act of terrorism,3.4,,3.4,,
act on,2.36,2.36,2.5,,
act one's age,2.0,,2.0,,
act out,3.07,3.07,2.9,,
act reflexively,2.3,,2.3,,
act superior,2.6,,2.6,,
act the giddy goat,2.3,,2.3,,
act the part,3.3,,3.3,,
act up,2.3,,2.3,,
act upon,2.28,2.28,2.91,,
act your age,1.7,,1.7,,
acting,2.54,2.54,,,
acting out,2.0,,2.0,,
acting up,2.5,,2.5,,
action,2.86,2.86,,,
action figure,4.7,,4.7,,
action film,4.25,,4.25,,
action group,2.7,,2.7,,
action man,3.2,,3.2,,
action mechanism,2.7,,2.7,,
action movie,3.9,,3.9,,
action officer,3.5,,3.5,,
action painting,2.8,,2.8,,
action plant,2.9,,2.9,,
action point,2.45,,2.45,,
action potential,1.7,,1.7,,
action replay,3.8,,3.8,,
action research,2.8,,2.8,,
action stations,2.5,,2.5,,
action verb,2.0,,2.0,,
actionable,2.04,2.04,,,
actions speak louder than words,1.5,,1.5,,
activate,2.97,2.97,,3.677,
activation,2.41,2.41,,,
activator,3.14,3.14,,,
active,3.32,3.32,,3.75,
active agent,2.9,,2.9,,
active birth,3.1,,3.1,,
active duty,3.0,,3.0,,
active galactic nucleus,3.27,,3.27,,
active immunity,3.27,,3.27,,
active ingredient,3.5,,3.5,,
active list,3.18,,3.18,,
active placebo,2.91,,2.91,,
active service,2.8,,2.8,,
active voice,3.3,,3.3,,
active window,3.6,,3.6,,
actively,2.41,2.41,,,
activeness,2.52,2.52,,,
activism,1.79,1.79,,,
activist,3.34,3.34,,,
activist judge,3.8,,3.8,,
activist justice,2.0,,2.0,,
activity,2.72,2.72,,3.97,
activity holiday,2.9,,2.9,,
actor,4.57,4.57,,5.7,
actor agent,4.3,,4.3,,
actress,4.54,4.54,,6.031,
acts,3.29,3.29,,,
acts of god,2.1,,2.1,,
actual,2.22,2.22,,3.118,
actual bodily harm,3.4,,3.4,,
actual eviction,3.2,,3.2,,
actuality,1.96,1.96,,,247
actualization,1.59,1.59,,,
actualize,1.63,1.63,,,
actually,1.37,1.37,,2.677,
actuarial,2.33,2.33,,,
actuarial table,3.5,,3.5,,
acumen,2.15,,,,272
acupressure,3.53,3.53,,,
acupuncture,3.83,3.83,,,
acupuncturist,4.56,4.56,,,
acute,1.92,1.92,,3.235,
acute accent,2.91,,2.91,,
acute angle,3.75,,3.75,,
acute glaucoma,4.1,,4.1,,
acute kidney failure,3.1,,3.1,,
acute triangle,3.5,,3.5,,
acutely,1.83,1.83,,,
acuteness,2.41,2.41,,,
ad,4.46,4.46,,,
ad agency,3.4,,3.4,,
ad campaign,2.8,,2.8,,
ad hoc,2.5,,2.5,,
ad hominem,3.0,,3.0,,
ad infinitum,1.4,,1.4,,
ad lib,2.7,,2.7,,
ad libitum,2.38,,2.38,,
ad libs,2.45,,2.45,,
ad page,3.5,,3.5,,
ad valorem,2.4,,2.4,,
ad-hoc polymorphism,3.2,,3.2,,
ad-lib,3.27,,3.27,,
adage,1.86,1.86,,3.588,373
adam and eve,2.8,,2.8,,
adam's apple,4.73,,4.73,,
adamant,1.65,1.65,,,
adamantly,1.46,1.46,,,
adapt,2.41,2.41,,3.114,
adaptability,1.38,1.38,,,
adaptable,1.85,1.85,,,
adaptation,2.04,2.04,,,
adapter,3.82,3.82,,,
adaption,2.4,2.4,,,
adaptive,1.97,1.97,,,
adaptive optics,3.71,,3.71,,
adaptively,2.3,2.3,,,
adaptor,4.04,4.04,,,
add,3.0,3.0,,4.286,
add bonus,3.0,,3.0,,
add fuel to the fire,3.1,,3.1,,
add fuel to the flames,2.2,,2.2,,
add in,2.67,,2.67,,
add insult to injury,1.36,,1.36,,
add on,3.64,3.64,2.64,,
add on to,2.6,,2.6,,
add to,2.7,,2.7,,
add together,3.1,,3.1,,
add up,2.62,2.62,2.64,,
add up to,2.4,,2.4,,
addams family,4.1,,4.1,,
added,2.74,2.74,,,
added value,2.5,,2.5,,
addendum,3.44,3.44,,,
adder,4.43,,,,615
adder's mouth,3.7,,3.7,,
adder's tongue,3.5,,3.5,,
addict,3.14,3.14,,4.4,
addicted,2.13,2.13,,3.515,
addictedness,2.22,2.22,,,
addiction,2.85,2.85,,,
addictive,2.22,2.22,,,
addictiveness,1.78,1.78,,,
adding machine,4.07,,4.07,,
addition,2.89,2.89,,3.677,339
addition reaction,3.2,,3.2,,
addition sign,3.6,,3.6,,
additional,2.43,2.43,,,
additionally,2.2,2.2,,,
additive,3.56,3.56,,,
additive group,3.09,,3.09,,
additive inverse,1.91,,1.91,,
additively,2.0,2.0,,,
address,3.89,3.89,,5.059,
address bar,3.82,,3.82,,
address book,4.18,,4.18,,
addressable,2.17,2.17,,,
addressbook,4.83,4.83,,,
addressee,3.16,3.16,,,
addresser,3.19,3.19,,,
addressor,3.11,3.11,,,
adductor muscle,4.6,,4.6,,
adenosine triphosphate,3.4,,3.4,,
adept,2.23,2.23,,,
adeptly,1.54,1.54,,,
adeptness,1.89,1.89,,,
adequacy,1.86,1.86,,,
adequate,1.97,1.97,,2.5,
adequate to,2.09,,2.09,,
adequately,1.72,1.72,,,
adequateness,1.68,1.68,,,
adhere,2.62,2.62,,,
adhere to,2.18,,2.18,,
adherence,1.5,1.5,,,265
adherent,2.45,2.45,,,
adherently,2.11,2.11,,,
adhesion,3.32,3.32,,,
adhesion contract,2.73,,2.73,,
adhesive,4.35,4.35,,,
adhesive agent,3.64,,3.64,,
adhesive bandage,4.5,,4.5,,
adhesive material,3.9,,3.9,,
adhesive tape,4.8,,4.8,,
adhesively,2.87,2.87,,,
adhesiveness,3.3,3.3,,,
adirondack chair,4.3,,4.3,,
adjacent,3.63,3.63,,,
adjacent angle,3.73,,3.73,,
adjacent to,2.4,,2.4,,
adjacently,2.97,2.97,,,
adjectival group,2.1,,2.1,,
adjectivally,1.52,1.52,,,
adjective,2.43,2.43,,3.594,316
adjective group,2.55,,2.55,,
adjoin,2.73,2.73,,,
adjoined,3.31,3.31,,,
adjoining,2.93,2.93,,,
adjoining room,4.2,,4.2,,
adjourn,2.54,2.54,,,
adjourn to,2.36,,2.36,,
adjournment,2.82,2.82,,,311
adjudicate,2.12,2.12,,,
adjudication,2.35,2.35,,,
adjunct,2.19,2.19,,,
adjust,2.93,2.93,,3.094,
adjustability,2.1,2.1,,,
adjustable,3.27,3.27,,,
adjustable spanner,4.1,,4.1,,
adjustable wrench,4.3,,4.3,,
adjustably,1.9,1.9,,,
adjuster,3.23,3.23,,,
adjusting entry,2.36,,2.36,,
adjustment,2.81,2.81,,,
adjustor,3.43,3.43,,,
adjutant general,3.2,,3.2,,
adjutants general,3.5,,3.5,,
admin,2.96,2.96,,,
administer,2.53,2.53,,,
administrable,1.62,1.62,,,
administrate,2.89,2.89,,,
administration,2.78,2.78,,,331
administrational,2.08,2.08,,,
administrative,2.14,2.14,,,
administrative assistant,4.4,,4.4,,
administrative official,4.05,,4.05,,
administrative unit,3.9,,3.9,,
administratively,1.93,1.93,,,
administrator,3.89,3.89,,,
admirable,1.81,1.81,,,
admirableness,1.7,1.7,,,
admirably,1.5,1.5,,,
admiral,4.11,4.11,,5.706,528
admiral of the fleet,3.4,,3.4,,
admiral's cup,3.46,,3.46,,
admiralship,2.96,2.96,,,
admiralty law,2.6,,2.6,,
admiration,1.86,1.86,,,
admire,2.04,2.04,,2.71,296
admired,1.84,1.84,,2.882,
admirer,2.93,2.93,,,
admiring,1.77,1.77,,,
admiringly,1.89,1.89,,,
admissibility,1.65,1.65,,,
admissible,1.88,1.88,,,
admissibleness,1.71,1.71,,,
admissibly,1.72,1.72,,,
admission,2.83,2.83,,,305
admission charge,3.7,,3.7,,
admission day,3.18,,3.18,,
admission fee,3.5,,3.5,,
admissive,2.25,2.25,,,
admit,2.32,2.32,,,
admit of,2.2,,2.2,,
admit to,2.2,,2.2,,
admittance,2.26,2.26,,,
admitted,1.85,1.85,,,
admittedly,1.54,1.54,,,
admitter,2.93,2.93,,,
admonish,2.13,,,,269
admonishingly,1.77,1.77,,,
admonishment,2.21,2.21,,,
adobe,4.19,4.19,,,
adobe house,4.1,,4.1,,
adolescence,2.81,2.81,,,267
adolescent,3.48,3.48,,,
adolescently,1.52,1.52,,,
adopt,2.36,2.36,,3.645,
adoptability,2.29,2.29,,,
adoptable,2.79,2.79,,,
adopted,2.39,2.39,,,
adoptee,3.59,3.59,,,
adopter,3.33,3.33,,,
adoption,3.03,3.03,,,
adoption agency,4.1,,4.1,,
adoptive,2.0,2.0,,,
adoptive father,4.27,,4.27,,
adoptive mother,4.5,,4.5,,
adoptive parent,4.2,,4.2,,
adoptively,1.63,1.63,,,
adorability,1.41,1.41,,,
adorable,1.86,1.86,,2.258,
adorableness,2.19,2.19,,,
adorably,1.96,1.96,,,
adoration,2.19,2.19,,,
adore,2.34,2.34,,2.344,
adorer,2.76,2.76,,,
adoring,2.34,2.34,,,
adoringly,2.28,2.28,,,
adorn,2.38,2.38,,,339
adorner,2.96,2.96,,,
adornment,2.83,2.83,,,
adrenal,3.28,3.28,,,
adrenal gland,3.8,,3.8,,
adrenalin,3.17,3.17,,,
adrenaline,3.04,3.04,,,
adrenaline junkie,3.4,,3.4,,
adrift,2.71,2.71,,,
adsorbent material,3.3,,3.3,,
aduki bean,4.5,,4.5,,
adult,4.4,4.4,,4.933,492
adult body,4.73,,4.73,,
adult education,3.5,,3.5,,
adult female,4.6,,4.6,,
adult intelligence,2.8,,2.8,,
adult life,2.2,,2.2,,
adult male,4.5,,4.5,,
adult male body,4.3,,4.3,,
adult third culture kids,2.8,,2.8,,
adult tooth,4.58,,4.58,,
adulterate,2.76,2.76,,,
adulteration,2.29,2.29,,,
adulterer,2.96,2.96,,,
adulteress,3.72,3.72,,,
adulterous,2.37,2.37,,,
adulterously,2.12,2.12,,,
adultery,2.79,2.79,,4.029,311
adulthood,2.5,2.5,,,
adultlike,2.27,2.27,,,
adultness,2.19,2.19,,,
adults,3.97,,,5.457,
advance,2.57,2.57,,,
advance cheque,3.0,,3.0,,
advance directive,2.82,,2.82,,
advance guard,2.4,,2.4,,
advance look,3.0,,3.0,,
advance poll,3.0,,3.0,,
advance warning,2.7,,2.7,,
advanced,1.83,1.83,,2.765,
advanced degree,3.18,,3.18,,
advanced guard,3.0,,3.0,,
advanced higher,2.6,,2.6,,
advanced in years,2.8,,2.8,,
advanced level,2.45,,2.45,,
advanced placement,3.09,,3.09,,
advanced subsidiary level,2.9,,2.9,,
advancement,2.1,2.1,,,
advancer,2.48,2.48,,,
advancing,2.61,2.61,,,
advantage,2.0,2.0,,2.879,282
advantageous,2.07,2.07,,,
advantageously,1.24,1.24,,,
advantageousness,1.65,1.65,,,
advent,2.48,2.48,,,
advent calendar,3.5,,3.5,,
advent sunday,2.9,,2.9,,
adventure,2.59,2.59,,2.912,
adventure education,1.9,,1.9,,
adventure game,3.8,,3.8,,
adventure holiday,2.9,,2.9,,
adventure playground,4.3,,4.3,,
adventure story,3.1,,3.1,,
adventure tour,3.18,,3.18,,
adventure travel,3.82,,3.82,,
adventurer,3.73,3.73,,,462
adventuresome,1.79,1.79,,,
adventuress,2.54,2.54,,,
adventurist,2.35,2.35,,,
adventurous,1.95,1.95,,,
adventurously,1.7,1.7,,,
adventurousness,1.62,1.62,,,
adverb,2.25,2.25,,3.314,352
adverb group,2.64,,2.64,,
adverb phrase,2.18,,2.18,,
adverbial group,2.2,,2.2,,
adverbial particle,3.2,,3.2,,
adversarial,1.62,1.62,,,
adversarial system,1.82,,1.82,,
adversary,2.93,2.93,,,
adverse,2.23,2.23,,2.455,
adverse opinion,2.0,,2.0,,
adverse witness,3.5,,3.5,,
adversely,1.62,1.62,,,
adverseness,1.96,1.96,,,
adversity,1.44,1.44,,2.484,314
adversity makes strange bedfellows,1.9,,1.9,,
advert,3.08,3.08,,,
advertently,1.7,1.7,,,
advertise,2.81,2.81,,,
advertisement,3.77,3.77,,,
advertiser,3.93,3.93,,,
advertising,3.88,3.88,,,
advertising agency,2.5,,2.5,,
advertising campaign,3.45,,3.45,,
advertising department,3.2,,3.2,,
advertising firm,3.55,,3.55,,
advertize,3.61,3.61,,,
advice,2.73,2.73,,2.353,291
advice and consent,2.8,,2.8,,
advice boat,3.2,,3.2,,
advice column,3.9,,3.9,,
advice columnist,3.7,,3.7,,
advice line,2.7,,2.7,,
advisability,1.46,1.46,,,
advisable,1.93,1.93,,,
advisably,1.54,1.54,,,
advise,2.03,2.03,,3.697,
advised,2.45,2.45,,,
advisedly,1.58,1.58,,,
advisee,3.77,3.77,,,
advisement,2.52,2.52,,,
adviser,3.67,3.67,,,
advisor,4.15,4.15,,5.353,
advisors,3.47,,,4.71,
advisory,2.5,2.5,,,
advisory board,3.7,,3.7,,
advisory opinion,2.44,,2.44,,
advisory service,3.6,,3.6,,
advocacy,2.0,2.0,,,
advocacy group,4.0,,4.0,,
advocate,2.72,2.72,,,
advocator,2.92,2.92,,,
adze,2.22,,,,283
aeration,2.77,2.77,,,
aerator,3.92,3.92,,,
aerial,3.04,3.04,,,517
aerial cableway,4.2,,4.2,,
aerialist,3.84,3.84,,,
aerially,3.0,3.0,,,
aerobatics,3.15,3.15,,,
aerobic,3.14,3.14,,,
aerobic respiration,3.9,,3.9,,
aerobically,2.38,2.38,,,
aerobics,3.72,3.72,,,
aerodynamic,2.88,2.88,,,
aerodynamic lift,4.2,,4.2,,
aerodynamics,2.96,2.96,,,
aerographer,4.17,4.17,,,
aeromechanics,2.96,2.96,,,
aeronautic,2.54,2.54,,,
aeronautical,2.96,2.96,,,
aeronautics,3.08,3.08,,,
aeroplane,4.8,,,6.706,
aerosol,4.23,4.23,,,
aerosol can,4.93,4.93,4.64,,
aerospace,3.19,3.19,,,
aesthetic,2.33,2.33,,,
aesthetical,1.71,1.71,,,
aesthetically,1.48,1.48,,,
aesthetician,3.31,3.31,,,
aestheticism,1.79,1.79,,,
aesthetics,2.22,2.22,,,
afar,2.52,2.52,,3.0,
afar off,1.82,,1.82,,
affability,1.54,1.54,,,
affable,1.7,1.7,,,
affair,2.45,2.45,,3.394,
affair of the heart,1.4,,1.4,,
affairs of state,2.4,,2.4,,
affect,1.93,1.93,,2.412,
affect perseverance,2.2,,2.2,,
affectation,1.96,1.96,,,
affected,1.93,1.93,,,
affectedly,1.92,1.92,,,
affectedness,2.0,2.0,,,
affecting,1.75,1.75,,,
affection,2.22,2.22,,3.118,280
affectionate,2.28,2.28,,3.471,
affectionately,1.92,1.92,,,
affective,1.52,1.52,,,
affective disorder,2.7,,2.7,,
affectively,1.73,1.73,,,
affectivity,1.86,1.86,,,
affidavit,4.0,4.0,,,
affiliate,2.5,2.5,,,
affiliate marketing,2.27,,2.27,,
affiliation,1.93,1.93,,,
affine transformation,2.9,,2.9,,
affinity card,4.0,,4.0,,
affinity group,2.5,,2.5,,
affirm,1.96,1.96,,,
affirmable,2.0,2.0,,,
affirmation,2.12,2.12,,,242
affirmative,1.93,1.93,,,
affirmative action,2.26,2.26,3.3,,
affirmative pleading,2.8,,2.8,,
affirmatively,2.17,2.17,,,
affirmer,2.76,2.76,,,
affix,2.44,2.44,,,
affixation,2.29,2.29,,,
afflict,2.14,2.14,,,
afflicted,2.43,2.43,,,
afflicting,2.41,2.41,,,
affliction,2.27,2.27,,,
affluence,2.15,2.15,,,
affluent,1.83,1.83,,,
affluently,1.69,1.69,,,
afford,1.83,1.83,,3.576,
afford to,2.27,,2.27,,
affordability,1.93,1.93,,,
affordable,2.1,2.1,,3.2,
affordable housing,3.36,,3.36,,
affright,1.86,,,,229
affront,1.83,1.83,,,
affronted,2.04,2.04,,,
afghan,4.5,4.5,,,
afghan hound,4.09,,4.09,,
aficionado,2.55,2.55,,,
aflame,3.77,3.77,,,
afloat,3.34,3.34,,,
aflutter,2.54,2.54,,,
afoot,2.48,2.48,,,
afore,1.82,1.82,,,
aforementioned,1.93,1.93,,,
afoul of,2.0,,2.0,,
afraid,2.7,2.7,,2.686,336
afraid of one's own shadow,2.0,,2.0,,
afraid of your shadow,2.6,,2.6,,
african american,4.0,,4.0,,
african canadian,4.12,,4.12,,
african caribbean,3.6,,3.6,,
african renaissance,2.55,,2.55,,
african violet,3.9,,3.9,,
african-american,4.3,,4.3,,
africanist dance,3.82,,3.82,,
afro,4.52,4.52,,,
afro hairdo,4.3,,4.3,,
afro wig,4.67,,4.67,,
afro-seminole creole,2.94,,2.94,,
after,2.12,2.12,,3.314,242
after a fashion,2.1,,2.1,,
after a storm comes a calm,2.0,,2.0,,
after all,1.6,,1.6,,
after all is said and done,1.9,,1.9,,
after all that,1.9,,1.9,,
after due consideration,2.1,,2.1,,
after hours,2.43,,2.43,,
after one's own heart,1.9,,1.9,,
after part,1.9,,1.9,,
after party,3.25,,3.25,,
after saturday comes sunday,2.69,,2.69,,
after the dust settles,2.7,,2.7,,
after the fact,2.5,,2.5,,
after the lord mayor's show,3.2,,3.2,,
after the manner of,1.7,,1.7,,
after-sales service,2.5,,2.5,,
after-shave lotion,4.9,,4.9,,
afterbirth,4.57,4.57,,,
afterburner,3.65,3.65,,,
aftercare,3.15,3.15,,,
aftereffect,2.5,2.5,,,
afterglow,3.1,3.1,,,
afterhours,3.15,3.15,,,
afterlife,1.9,1.9,,2.303,
aftermarket,3.58,3.58,,,
aftermath,1.97,1.97,,,
aftermost,1.75,1.75,,,
afternoon,3.7,3.7,,,406
afternoon shift,3.6,,3.6,,
afternoon tea,4.0,,4.0,,
afternoons,2.86,2.86,,,
afterparty,3.81,3.81,,,
aftersale,2.71,2.71,,,
afterschool,3.19,3.19,,,
aftershave,4.56,4.56,,,
aftershock,3.68,3.68,,,
aftertaste,2.59,2.59,,,
afterthought,2.04,2.04,,,
aftertime,2.19,2.19,,,
aftertimes,2.2,2.2,,,
afterward,2.25,2.25,,,
afterwards,2.14,2.14,,,
afterword,3.04,3.04,,,
afterworld,1.41,1.41,,,
again,2.0,2.0,,,
again and again,2.2,,2.2,,
against,1.8,1.8,,,
against all odds,2.1,,2.1,,
against my better judgment,2.1,,2.1,,
against my will,2.5,,2.5,,
against one's better judgement,2.09,,2.09,,
against the clock,1.4,,1.4,,
against the collar,2.27,,2.27,,
against the grain,1.82,,1.82,,
against the law,3.3,,3.3,,
against the run of play,1.9,,1.9,,
against the stream,2.8,,2.8,,
against the wind,2.36,,2.36,,
against your will,1.4,,1.4,,
agape love,2.09,,2.09,,
age,2.86,2.86,,3.971,390
age before beauty,2.0,,2.0,,
age bracket,3.2,,3.2,,
age class,3.2,,3.2,,
age discrimination,2.09,,2.09,,
age gap,2.27,,2.27,,
age group,2.0,,2.0,,
age limit,2.6,,2.6,,
age norm,2.8,,2.8,,
age of consent,2.1,,2.1,,
age of enlightenment,1.8,,1.8,,
age of judgment,1.91,,1.91,,
age of reason,2.0,,2.0,,
age pension,3.6,,3.6,,
age range,3.0,,3.0,,
aged,3.14,3.14,,3.441,
agedness,3.29,3.29,,,
ageism,1.88,1.88,,,
ageless,2.03,2.03,,,
agelessness,1.48,1.48,,,
agency,3.87,3.87,,,426
agency pricing,3.6,,3.6,,
agenda,2.66,2.66,,,
agenda item,3.48,3.48,4.09,,
agent,3.61,3.61,,4.672,
agent general,3.2,,3.2,,
agent orange,3.3,,3.3,,
agent provocateur,3.2,,3.2,,
agentive role,2.1,,2.1,,
agents provocateurs,3.46,,3.46,,
agglutination test,3.5,,3.5,,
aggravate,2.26,2.26,,,
aggravated,2.61,2.61,,,
aggravated assault,3.7,,3.7,,
aggravated burglary,4.2,,4.2,,
aggravating,1.86,1.86,,,
aggravatingly,1.96,1.96,,,
aggravation,1.53,1.53,,,
aggravator,2.72,2.72,,,
aggregate,2.14,2.14,,,
aggregately,1.69,1.69,,,
aggregation,2.16,2.16,,,
aggregative,2.07,2.07,,,
aggregator,2.3,2.3,,,
aggress,2.14,,,,271
aggression,2.68,2.68,,3.548,
aggressive,2.54,2.54,,3.03,
aggressively,2.25,2.25,,,
aggressiveness,2.59,2.59,,,
aggressor,3.29,3.29,,,439
aggrieve,1.71,1.71,,,
aggrieved,2.12,2.12,,,
aggrievedly,1.65,1.65,,,
aghast,1.96,1.96,,,
agile,2.31,2.31,,3.606,356
agility,2.38,2.38,,3.515,327
aging,2.88,2.88,,,
agitate,2.93,2.93,,,
agitated,2.57,2.57,,,
agitatedly,1.89,1.89,,,
agitation,2.33,2.33,,,
agitator,3.28,3.28,,,
aglow,2.29,2.29,,,
agnostic,2.0,2.0,,,
agnostically,1.2,1.2,,,
agnosticism,1.71,1.71,,,
ago,1.42,1.42,,,
agonistic,1.78,1.78,,,
agonize,1.97,1.97,,,
agonize over,2.5,,2.5,,
agonizing,2.0,2.0,,,
agonizingly,1.8,1.8,,,
agony,2.38,2.38,,3.152,348
agony aunt,2.4,,2.4,,
agony box,2.4,,2.4,,
agony column,2.8,,2.8,,
agoraphobia,1.92,1.92,,,
agoraphobic,2.5,2.5,,,
agrarian revolution,2.4,,2.4,,
agree,2.31,2.31,,3.118,
